nds,de,title
Wo lange schall datt duren? Üm un bi twe Weken.,Wie lange soll das dauern? Ungefähr eine bis zwei Wochen.,
Ik will datt ich!,Ich wollte das nicht!,
Ik will datt nech.,Ich möchte das nicht.,
Datt will ik nicht.,Das wollte ich nicht.,
Datt will ik ich!,Das wollte ich nicht!,
"Datt hätt lange duurn, bet datt se mi verstaht het.",Es hat lange gedauert bis sie mich verstanden hat.,
Se hätt em en Barg Geld stahlen.,Sie hatte ihm eine Menge Geld gestohlen.,
Datt kan doch nech diene Eernst wäsen.,Das kann doch nicht dein Ernst sein.,
Tom het sick in’n Woold verlopen.,Tom verirrte sich im Wald.,
Tom hätt sick in’n Woold verlopen.,Tom hat sich im Wald verirrt.,
Ick mag beiden Hunnen un Katten.,Ich mag sowohl Hunde als auch Katzen.,
Ik wull di en Radels opgeven.,Ich möchte dir ein Rätsel aufgeben.,
Tom wull woanners hin.,Tom will woanders hin.,
Du hess mi dulle fehlt.,Du hast mir sehr gefehlt.,
Afkennst du den Mann op dit Foto?,Kennst du den Mann auf diesem Foto?,
Wat för ’n Joht böst du boren?,In welchem Jahr wurdest du geboren?,
Ik heff datt Radels lööst.,Ich habe das Rätsel gelöst.,
Datt Book is nu praat to ’n Rutgeven.,Das Buch ist jetzt bereit zur Veröffentlichung.,
He het ’n Verkäuper datt Geld gäven.,Er gab dem Verkäufer das Geld.,
"Ik kan nicht begriepen, waorüm as he datt daan hätt.","Ich kann nicht begreifen, warum er das getan hat.",
"Noch mihr Kaffee, bitte.","Noch mehr Kaffee, bitte.",
Elkeen schull siene Wahlrecht bruken.,Jeder sollte von seinem Wahlrecht Gebrauch machen.,
"Nüms wüss, woneem se wees.","Niemand wusste, wo sie war.",
"Denkst du, datt datt klappt?","Denkst du, dass es funktionieren wird?",
Woneem sünd de Teller?,Wo sind die Teller?,
Wo lange blievst du?,Wie lange bleibst du?,
Datt is keene Wetenschop.,Das ist keine Wissenschaft.,
"Ik heff smökt, as ik jund wees.","Ich rauchte, als ich jung war.",
"As ik junge wees, heff ik smökt.","Als ich jung war, habe ich geraucht.",
"Het sick rutstellt, datt he en Spijoon is.","Es hat sich herausgestellt, dass er ein Spion ist.",
Ji sünd ansmeert worrn.,Ihr seid reingelegt worden.,
Du musst diene Kamern oprümen.,Du musst dein Zimmer sauber machen.,
"Ik hör giern Musik, vüör allens Jazz.","Ich höre gern Musik, vor allem Jazz.",
"Tom hätt ich wüßt, wat he seggen schall.","Tom wusste nicht, was er sagen sollte.",
Wat kost dit T-Shirt?,Was kostet dieses T-Shirt?,
Se het de Eier kaakt.,Sie kochte die Eier.,
Wat ’n grotten Hund!,Was für ein großer Hund!,
"Ik weet nech, waorüm Tom un Rias hüüt nicht huer sünd.","Ich weiß nicht, warum Tom und Maria heute nicht hier sind.",
"Ik denk, dorvon bün ik.","Ich denke, also bin ich.",
"As ik na Huus keem, hätt miene Süster jüst Gitarr speelt.","Als ich nach Hause kam, spielte meine Schwester gerade Gitarre.",
"Ik kaam mit di, eengaal wo du hen geihst.","Ich werde dir folgen, wohin du auch gehen wirst.",
Ik bün een Kehr na Kyoto gohn.,Ich bin einmal nach Kioto gegangen.,
Ik bün in ’n Matheünnerricht indrusselt.,Ich bin im Matheunterricht eingeschlafen.,
Düsse Hund bitt ich.,Dieser Hund beißt nicht.,
Datt Tähnkellen het mi von ’t Toslapen afhollen.,Meine Zahnschmerzen haben mich am Schlafen gehindert.,
He hätt Intress an mi.,Er hat Interesse an mir.,
Kiek di üm.,Schau dich um.,
Datt wunnert mi nech.,Das überrascht mich nicht.,
"Se utsnackt vun Paris, as wees se dor al veel Maalen wäsen.","Sie redet über Paris, als wäre sie viele Male dort gewesen.",
He het en Barg Geld op de Bänk.,Er hat einen Haufen Geld auf der Bank.,
Hätt he den Grund seggt?,Hat er den Grund genannt?,
"He weet nicht, woneem he is.","Er weiß nicht, wo er ist.",
In siene Hoff is elk Hahn stark.,In seinem Hof ist jeder Hahn stark.,
Woneem un wannehr gest du ehr kennenlihrt?,Wo und wann hast du sie kennengelernt?,
Se vergaht sick goods mit jemehr Navers.,Sie verstehen sich gut mit ihren Nachbarn.,
"Is de Gefohr vörbi, warrn de Hilligen utlacht.","Ist die Gefahr vorbei, lacht man die Heiligen aus.",
Datt Huus wees von Feller ümgeven.,Das Haus war von Feldern umgeben.,
Hebbt ji düssen Artikel leest?,Habt ihr diesen Artikel gelesen?,
"Maakt di datt wat, wenn du nochmaal tein Minuten töven musst?","Macht es dir etwas aus, wenn du noch einmal zehn Minuten warten musst?",
Se is von Natur ut neeschierig.,Sie ist von Natur aus neugierig.,
"Mook di keene Sorgen, aver denk dor övers no!","Mach dir keine Sorgen, aber denke darüber nach!",
Opmaal deed de Sphinx ehrn Kopp opböhren.,Plötzlich hob die Sphinx ihren Kopf.,
Ik heff ich noog Geld.,Ich habe nicht genug Geld.,
Se schellen de Tuffeln.,Sie schält die Kartoffeln.,
Wor deist du datt för?,Warum machst du das?,
Nee!,Nein!,
Nee.,Nein.,
Nee.,Nee.,
Mien Süster speelt teemlich goods Gitarr.,Meine Schwester spielt ziemlich gut Gitarre.,
De Geschicht geit goods ut.,Die Geschichte geht gut aus.,
Madonna kan süngen.,Madonna kann singen.,
"Ik weet nech, ’keene düsse Mann is.","Ich weiß nicht, wer dieser Mann ist.",
"Versteihst du, wat ik seggen wull?","Verstehst du, was ich sagen will?",
Se mööt op de Bibel sweren.,Sie müssen auf die Bibel schwören.,
Ik wohn op ’n Lannen.,Ich wohne auf dem Land.,
Ik bün fröh opstahn.,Ich bin früh aufgestanden.,
Tom deit toveel Sucker in siene Tee.,Tom tut zu viel Zucker in seinen Tee.,
He het dick Brillenglääs op.,Er hat dicke Brillengläser auf.,
Af un to vergitt ik Luft to halen.,Manchmal vergesse ich zu atmen.,
Düt Huus is groot.,Dieses Haus ist groß.,
"Ik di nicht helpen, datt deit mi leeg, man ik heff en Vörslag.","Leider kann ich dir nicht helfen, aber ich habe einen Vorschlag.",
Tux is datt Maskottjen von Linux.,Tux ist das Maskottchen von Linux.,
Wasch diene Hannen mit Seep.,Wasche deine Hände mit Seife.,
Na datt Kunstmuseum geit datt huer langs?,Zum Kunstmuseum geht's hier lang?,
Datt warrn düür!,Das wird teuer!,
"Afkennst du Dokters, de Japaanschen utsnackt?","Kennst du Doktoren, die Japanisch sprechen?",
Datt Woter kaakt na üm un bi 5 Minuten.,Das Wasser wird in ungefähr fünf Minuten kochen.,
Wi röpen foorts en Dokter.,Wir riefen sofort einen Arzt herbei.,
De Buss hölt vüör miene Huus.,Der Bus hält vor meinem Haus.,
Du wullt bi METRO arbeidt?,Du willst bei der Metro arbeiten?,
Bünt du krank? Du sühst bleek ut.,Bist du krank? Du siehst blass aus.,
He weet veele von Blomen.,Ich weiß viel über Blumen.,
Wecke Hoorfarv hätt Tom?,Welche Haarfarbe hat Tom?,
Se keem faken to lat na School.,Sie kam oft zu spät zur Schule.,
To ’n Düwel mit de Physik!,Zum Teufel mit der Physik!,
Ik kan di ich noog danken.,Ich kann dir nicht genug danken.,
Datt unn en Hochtied wäsen.,Es könnte eine Hochzeit sein.,
"He deed so hart wurachen, datt he siene Sundheit rugeneren deed.","Er arbeitete so hart, dass er seine Gesundheit ruinierte.",
Wullt du mi ümbringen?,Willst du mich umbringen?,
He het uns verköfft.,Er hat uns verkauft.,
Diene Nees löpt!,Deine Nase läuft!,
Lachhaftig!,Lächerlich!,
Ik will di al jümmerto dräpen.,Ich wollte dich immer treffen.,
Se hätt natte Hoor.,Sie hat nasse Haare.,
Hess du em al mal süngen hört?,Hast du ihn jemals singen gehört?,
Woneem gest du datt kofft?,Wo hast du das gekauft?,
He het veele Böker övers China schräven.,Er hat viele Bücher über China geschrieben.,
He hätt veele Böker övers China schräven.,Er schrieb viele Bücher über China.,
Wo gaht ji hen?,Wohin geht ihr?,
Se is gröttern as ehr Süster.,Sie ist größer als ihre Schwester.,
Nüms unn de richtige Antwoort gäven.,Niemand konnte die richtige Antwort geben.,
Dor segg ik nix to.,Dazu sage ich nichts.,
De Jund het wat in ’n Brägen.,Der Junge hat was auf’m Kasten.,
De Junge hätt wat in ’n Brägen.,Der Junge hat Verstand.,
Op wat för ’n Stohl hess du datt Book packt?,Auf welchen Stuhl hast du das Buch gelegt?,
Du gest veele verpasst.,Du hast viel verpasst.,
Ik wull gern en Buss hüren.,Ich möchte gerne einen Bus mieten.,
De Pries von Eerdööl is an ’t Stiegen.,Der Ölpreis steigt weiter an.,
Ik draag nech giern anneren Lüdd ehr Tüüg.,Ich trage nicht gerne die Sachen von anderen Leuten.,
Ik wees jüst mit en Fründ in ’n Park spazieren as datt to regent anfüng.,"Ich ging gerade mit einem Freund im Park spazieren, als es zu regnen begann.",
Tranen schöten ehr in de Ogen.,Tränen schossen ihr in die Augen.,
Ik kaam nicht mit.,Ich komme nicht mit.,
Een lüggt.,Jemand lügt.,
De Hehn kluckt op ehr Eier bet se utbröödt sünd.,Die Henne sitzt auf ihren Eiern bis sie ausgebrütet sind.,
Het se datt seggt?,Hat sie es gesagt?,
Se hätt datt seggt?,Hat sie das gesagt?,
Wat wullt du drinkt? Kaffee?,Was möchtest du trinken? Kaffee?,
Waorüm seggst du datt?,Warum sagst du das?,
Se wees tæmlich bruun na ehr Feerne.,Sie war ziemlich braun nach ihren Ferien.,
Ik heff miene Huus vüör twe Joht kofft.,Ich habe mein Haus vor zwei Jahren gekauft.,
"Wi wüllt hopen, datt datt vonavend ich regen.",Hoffentlich regnet es heute Abend nicht.,
Miene Klock is nech so düür as diene.,Meine Uhr ist nicht so teuer wie deine.,
Wo kott datt Läven is!,Wie kurz das Leben ist!,
Het diene Hund mol een beten?,Hat dein Hund schon mal jemanden gebissen?,
Hätt diene Hund mol een beten?,Hat euer Hund schon mal jemanden gebissen?,
Segg man datt Alphabeet trüggoors op.,"Bitte, sage das Alphabet rückwärts auf.",
"Ik will, ik unn rutfinnen, woans ik en DVD brennen kan.","Ich wünschte, ich könnte rausfinden, wie ich eine DVD brennen kann.",
Papa het mi en poor Böker kofft.,Papa hat mir einige Bücher gekauft.,
Ik drink Kaffee.,Ich trinke Kaffee.,
Se hätt mi nicht leif.,Sie liebt mich nicht.,
Nüms utsnackt düsse Spraak mihr.,Niemand spricht diese Sprache mehr.,
"Datt sünd de eenzigen beide Studenten, de Chineesche lihrt.","Das sind die einzigen beiden Studenten, die Chinesisch lernen.",
Wo lange büs du huer wäsen?,Wie lange bist du hier gewesen?,
Se wull mit em Golf speelen.,Sie will mit ihm Golf spielen.,
Se wull mit em Golf speelen.,Sie will mit ihm golfen.,
He stünn rachter mi.,Er stand hinter mir.,
Datt is ich gladd.,Das ist nicht glatt.,
Nüms wees tohuus.,Niemand war zu Hause.,
Wat deist du huer?,Was machst du hier?,
Se lees em en Gedicht vüör.,Sie las ihm ein Gedicht vor.,
"Wettst du wiss, datt du em noch nien dropen hess?","Bist du sicher, dass du ihn noch nie getroffen hast?",
"He deed feddert, datt ik foorts datt Geld betahl.","Er forderte, dass ich sofort das Geld bezahle.",
Ik heff ok nix verstohn.,Ich habe auch nichts verstanden.,
De Süsters sünd alle beid blond.,Die Schwestern sind beide blond.,
Neegst Joht gah ik na Mainz un denn na Köln.,Nächstes Jahr gehe ich nach Mainz und dann nach Köln.,
"Nu man gau, dunn afkriggst den Buss noch.","Jetzt aber schnell, dann schaffst du den Bus noch!",
An ’n 27. Dag von ’n 12. Maand von datt 12. Joht von de Taisho-Tied het Nanba Daisuke op den Kroonprinz schaten.,Am 27. Tag im 12. Monat des 27. Jahres der Taisho-Ära hat Nanba Daisuke auf den Kronprinzen geschossen.,
Ik bün dor afsluuts tegen.,Ich bin absolut dagegen.,
"Waorüm kunnst du em nech seggen, datt du em leefhest?","Warum kannst du ihm nicht sagen, dass du ihn liebst?",
Opminnst köönt wi uns en Huus tügen.,Mindestens können wir uns ein Haus leisten.,
Geihst du mit mi na datt Konzert?,Gehst du mit mir auf das Konzert?,
"Wenn ik Tom seh, segg ik em, datt Se em socht hebbt.","Wenn ich Tom sehe, sage ich ihm, dass Sie ihn gesucht haben.",
"Is datt wohr, datt du na Paris föhrst?","Ist es wahr, dass du nach Paris fährst?",
"As se de Noricht hören deed, kreeg se Panik.","Als sie diese Nachricht hörte, geriet sie in Panik.",
Düsse Länner hebbt to Frankriek hört.,Diese Länder gehörten zu Frankreich.,
Dor sünd veele Blomen in ’n Goorn.,Es gibt viel Blumen im Garten.,
He singt gern.,Er singt gerne.,
He singt giern.,Er singt gern.,
"He deed den ganzen Vonnamiddag bruken, üm de Arbeit trech to kregen.","Er benötigte den ganzen Nachmittag, um die Arbeit zu beenden.",
"Ik fraag mi, woneem he sick verstickt.","Ich frage mich, wo er sich versteckt.",
En slecht Geföhl kan nien goods wäsen.,Ein schlechtes Gefühl kann nie gut sein.,
Uns Baseballplatz is teemlich lütt.,Unser Baseballplatz ist sehr klein.,
Ik bün gröttern.,Ich bin größer.,
En Peerd löpt gau.,Ein Pferd läuft schnell.,
Wi brukt Ehr Geld nicht.,Wir brauchen Ihr Geld nicht.,
Datt is villicht beters so.,Das ist vielleicht besser so.,
Wi sünd alle blied.,Wir sind alle glücklich.,
De studenten kunnen ich antern.,Die Studenten konnten nicht antworten.,
"Ik will nech, datt datt so basch klingt.","Ich wollte nicht, dass das so barsch klingt.",
Ik wull toslapen.,Ich will schlafen.,
Wi schrieven jüst den Bericht.,Wir schreiben gerade den Bericht.,
Ik bün jüst ankamen.,Ich bin gerade angekommen.,
De Regent neih gägen datt Fenster.,Der Regen schlug gegen das Fenster.,
Wi sünd bange.,Wir haben Angst.,
Wi sünd bange.,Wir fürchten uns.,
Ik heff mi an ’n Ellbagen wehdaan.,Ich habe mir am Ellbogen wehgetan.,
Datt hätt em datt Läven kost.,Das kostete ihn das Leben.,
Se het nicht maol versocht to helpen.,Sie hatte nicht einmal versucht zu helfen.,
Wi hebbt Maandag.,Es ist Montag.,
’Keene hätt dit Book schräven?,Wer hat dieses Buch geschrieben?,
Ik heff dit Kleed sülvens neiht.,Ich habe dieses Kleid selbst genäht.,
Waorüm starven wi?,Warum sterben wir?,
Düsse Mahltied is noog för drie Personen.,Diese Mahlzeit ist genug für drei Personen.,
He wees en Fründ von mi.,Er war ein Freund von mir.,
Miene Kontoor is in de Binnenstad.,Mein Büro ist in der Innenstadt.,
Vergeet ich antoropen!,Vergiss nicht anzurufen!,
He het mihr Glück as Verstünn.,Er hat mehr Glück als Verstand.,
Maria versteiht Chineesche.,Maria versteht Chinesisch.,
Gode Aptiet!,Guten Appetit!,
Tom will dor nech alleen hen.,Tom wollte nicht allein dorthin.,
"Do, wat di gefallt.","Mach, was dir gefällt.",
Woter freert bi 0 °C.,Wasser gefriert bei 0°C.,
Woter freert bi 0 °C.,Wasser wird bei 0°C fest.,
Dor woren veele Bööd op ’n Seed.,Es waren viele Boote auf dem See.,
"He denkt na, siene Huus to verköpen.","Er erwägt, sein Haus zu veräußern.",
Wat verwachtst du?,Was erwartest du?,
"Du smöökst nicht, odder?","Du rauchst nicht, oder?",
He hätt en Barg Böker.,Er hat jede Menge Bücher.,
"Stöört di datt, wenn ik smöök?","Stört es dich, wenn ich rauche?",
Tom mag keene Huusdeerten.,Tom mag keine Haustiere.,
De Klock het twe Wiesers.,Die Uhr hat zwei Zeiger.,
"Datt wees beters wäsen, wenn du datt ich seggt harrst.","Es wäre besser gewesen, wenn du das nicht gesagt hättest.",
Ick heff datt scheen seen.,"Ich habe gesehen, wie es geschah.",
Ick heff datt scheen seen.,"Ich habe gesehen, wie es passierte.",
De sünd in Gang Nummer twe.,Die befinden sich im Gang Nummer zwei.,
Wiest du mi mal datt Foto?,Zeigst du mir mal das Foto?,
Waorüm heet de Lüdd in Tofallssätz jümmerto Tom?,Warum nennt man die Leute in den Zufallssätzen immer Tom?,
"Ik weet, woneem he wohnt.","Ich weiß, wo er wohnt.",
He is jümmerto tegen mi.,Er ist immer gegen mich.,
Wo warrn datt ut maakt?,Woraus wird es gemacht?,
Drippst du em faken?,Triffst du ihn oft?,
Twischen Europa un Asien liggt ’r keene Seed.,Zwischen Europa und Asien liegt kein Meer.,
Vergitt datt!,Vergiss es!,
Vergitt datt.,Vergiss es.,
He hätt dröög Hoor.,Er hat trockene Haare.,
He weet nech veele övers Japan.,Er weiß nicht viel über Japan.,
Hebbt ji en Föhn mitnahmen?,Habt ihr einen Fön mitgenommen?,
Se leet mi övers een Stünn töven.,Sie ließ mich über eine Stunde warten.,
He steiht al mit een Foot in ’t Graff.,Er steht bereits mit einem Fuß im Grab.,
Datt is Meddag.,Es ist Mittag.,
He is en Fründ von em.,Er ist ein Freund von ihm.,
Bruukst du datt Book huer?,Brauchst du das Buch hier?,
De Tog is dörtig Minuten to lat.,Der Zug hat 30 Minuten Verspätung.,
He maakt gern Fotos.,Er macht gerne Fotos.,
De Frömme stammt ut Schottland.,Der Fremde stammt aus Schottland.,
Se leeg sick op de Wisch.,Sie legte sich auf die Wiese.,
Australien is üm un bi twintig Maol so groot as Japan.,Australien ist ungefähr zwanzig mal so groß wie Japan.,
Se wickel sick in de Deek.,Sie wickelte sich in die Decke.,
Düsse Nacht hört de Glimmwörm un de Fladdermüüs... un de Warwülv.,Diese Nacht gehört den Glühwürmchen und den Fledermäusen... und den Werwölfen.,
He wees nicht giern arm.,Er war nicht gerne arm.,
Tom het de Stemm vun Rias höört.,Tom vernahm Marias Stimme.,
Du kunnst datt ich mihr sehen.,Du kannst es nicht nicht sehen.,
Miene leevste Pizza is Pizza Hawaii.,Meine Lieblingspizza ist Pizza Hawaii.,
De Vörhang hätt Füer fungen.,Der Vorhang hatte Feuer gefangen.,
"He deed ehr vörhollen, datt se em anlagen harrn.","Er bezichtigte sie, ihn angelogen zu haben.",
De School is halvig veer ut.,Die Schule ist um halb vier Uhr aus.,
He is drie Joht jünger as ik.,Er ist drei Jahre jünger als ich.,
"Ik bruuk en Löpels, en Gavel un en Mest. Weer bedankt.","Ich brauche einen Löffel, eine Gabel und ein Messer. Vielen Dank.",
Ik bruuk en bäten Slaap.,Ich brauche ein wenig Schlaf.,
Ik bruuk en bäten Slaap.,Ich brauche etwas Schlaf.,
Vonmorgen heff ik Feernsehn ankeken.,Heute Morgen habe ich ferngesehen.,
Gest du Haruki Murakami siene Book leest?,Hast du das Buch von Haruki Murakami gelesen?,
Böst du avends jümmerto tohuus?,Bist du abends immer zu Hause?,
Ik bleev huer nech lange.,Ich bleibe hier nicht lange.,
"He het keene Arbeit, he is Rentner.","Er hat keine Arbeit, er ist Rentner.",
Hätt datt Huus en Goorn?,Hat das Haus einen Garten?,
Ik heff mi de Karsbeerblööt keken.,Ich habe mir die Kirschblüte angesehen.,
He is ehr Fründ.,Er ist ihr Freund.,
Se kriegen alle Mann en Pries.,Alle von ihnen bekommen einen Preis.,
Se hebbt en groot Huus.,Sie haben ein großes Haus.,
He is fründlig.,Er ist freundlich.,
Nicht stören.,Nicht stören!,
Du bünt miene Leevsten.,Du bist mein Liebling.,
Na miene Mann siene Dood bün ik rümlopen as so ’n Zombie.,Nach dem Tod meines Mannes bin ich wie ein Zombie herumgelaufen.,
"Ik heff vergäten, de Klock optotrecken.","Ich habe vergessen, die Uhr aufzuziehen.",
Hol datt Muul!,Halt den Mund!,
Hol datt Muul!,Halt die Schnauze!,
Du schaßt ich so veele äten.,Du sollst nicht so viel essen.,
Se het en leevtadige Stimm.,Sie hat eine angenehme Stimme.,
Na tein Minuten wees se op de annern Siet.,Nach zehn Minuten war sie auf der anderen Seite.,
Ik heff dit Book von em kriegen.,Ich habe dieses Buch von ihm bekommen.,
